4/12/2013,16:30:44,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:30:45,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:30:45,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:30:46,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:30:46,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:30:47,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:30:47,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:30:47,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:30:48,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:30:48,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:30:49,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:30:49,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:30:49,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:30:50,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:30:50,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:30:51,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:30:51,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:30:51,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:30:52,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:30:52,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:30:53,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:30:53,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:30:54,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:30:54,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:30:55,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:30:55,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:30:55,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:31:47,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:31:47,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:37:55,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:37:56,00:13:a2:00:40:8c:bc:00
4/12/2013,16:37:57,00:13:a2:00:40:8c:bc:00
4/12/2013,16:37:58,00:13:a2:00:40:8c:bc:00
4/12/2013,16:37:58,00:13:a2:00:40:8c:bc:00
4/12/2013,16:37:58,00:13:a2:00:40:8c:bc:00
4/12/2013,16:37:59,00:13:a2:00:40:8c:bc:00
4/12/2013,16:38:0,00:13:a2:00:40:8c:bc:00
4/12/2013,16:38:0,00:13:a2:00:40:8c:bc:00
4/12/2013,16:38:0,00:13:a2:00:40:8c:bc:00
4/12/2013,16:38:1,00:13:a2:00:40:8c:bc:00
