4/9/2013,11:51:42,00:13:a2:00:40:89:d6:0b
4/9/2013,11:51:46,00:13:a2:00:40:89:d6:0b
4/9/2013,11:51:48,00:13:a2:00:40:89:d6:0b
4/9/2013,11:52:7,00:13:a2:00:40:79:c2:16
4/9/2013,11:52:26,00:13:a2:00:40:8b:48:8c
4/9/2013,11:52:28,00:13:a2:00:40:8b:48:8c
4/9/2013,11:52:29,00:13:a2:00:40:8b:48:8c
4/9/2013,11:52:29,00:13:a2:00:40:8b:48:8c
4/9/2013,11:52:48,00:13:a2:00:40:8b:48:8c
4/9/2013,11:52:53,00:13:a2:00:40:8b:48:8c
4/9/2013,11:53:3,00:13:a2:00:40:89:d6:0b
4/9/2013,11:53:8,00:13:a2:00:40:a0:97:e5
4/9/2013,11:53:14,00:13:a2:00:40:89:d6:0b
4/9/2013,11:53:15,00:13:a2:00:40:89:d6:0b
4/9/2013,11:53:27,00:13:a2:00:40:89:d6:0b
4/9/2013,11:53:32,00:13:a2:00:40:a0:97:e5
4/9/2013,11:53:43,00:13:a2:00:40:a4:d7:1d
4/9/2013,11:55:14,00:13:a2:00:40:8c:bc:00
4/9/2013,11:55:51,00:13:a2:00:40:a0:97:e5
4/9/2013,11:55:57,00:13:a2:00:40:89:d6:0b
4/9/2013,11:56:9,00:13:a2:00:40:89:d6:0b
4/9/2013,11:58:13,00:13:a2:00:40:8c:bc:00
4/9/2013,11:59:9,00:13:a2:00:40:8c:bc:00
4/9/2013,11:59:13,00:13:a2:00:40:8c:bc:00
4/9/2013,11:59:24,00:13:a2:00:40:a0:97:e5
4/9/2013,12:21:15,00:13:a2:00:40:8c:bc:00
4/9/2013,12:21:20,00:13:a2:00:40:8c:bc:00
4/9/2013,12:21:21,00:13:a2:00:40:8c:bc:00
4/9/2013,12:22:13,00:13:a2:00:40:a0:97:e5
4/9/2013,12:22:23,00:13:a2:00:40:8c:bc:00
4/9/2013,12:22:23,00:13:a2:00:40:8c:bc:00
4/9/2013,12:24:9,00:13:a2:00:40:8c:bc:00
4/9/2013,12:24:10,00:13:a2:00:40:8c:bc:00
4/9/2013,12:24:10,00:13:a2:00:40:8c:bc:00
4/9/2013,12:24:12,00:13:a2:00:40:8c:bc:00
4/9/2013,12:39:40,00:13:a2:00:40:8c:bc:00
4/9/2013,12:39:40,00:13:a2:00:40:8c:bc:00
4/9/2013,12:39:44,00:13:a2:00:40:8c:bc:00
4/9/2013,12:39:46,00:13:a2:00:40:8c:bc:00
4/9/2013,12:39:46,00:13:a2:00:40:8c:bc:00
4/9/2013,12:39:48,00:13:a2:00:40:8c:bc:00
4/9/2013,12:39:48,00:13:a2:00:40:8c:bc:00
4/9/2013,12:39:51,00:13:a2:00:40:8c:bc:00
4/9/2013,12:40:23,00:13:a2:00:40:8c:bc:00
4/9/2013,12:40:27,00:13:a2:00:40:8c:bc:00
4/9/2013,12:42:0,00:13:a2:00:40:8c:bc:00
4/9/2013,12:42:1,00:13:a2:00:40:8c:bc:00
4/9/2013,12:42:4,00:13:a2:00:40:8c:bc:00
4/9/2013,12:42:4,00:13:a2:00:40:8c:bc:00
4/9/2013,12:42:9,00:13:a2:00:40:8c:bc:00
4/9/2013,12:42:23,00:13:a2:00:40:89:d6:0b
4/9/2013,12:42:28,00:13:a2:00:40:8b:48:8c
4/9/2013,12:42:30,00:13:a2:00:40:89:d6:0b
4/9/2013,12:42:42,00:13:a2:00:40:8c:bc:00
4/9/2013,12:42:42,00:13:a2:00:40:8c:bc:00
4/9/2013,12:42:48,00:13:a2:00:40:8c:bc:00
4/9/2013,12:42:48,00:13:a2:00:40:8c:bc:00
4/9/2013,12:42:49,00:13:a2:00:40:8c:bc:00
4/9/2013,12:43:11,00:13:a2:00:40:8c:bc:00
4/9/2013,12:43:11,00:13:a2:00:40:8c:bc:00
