date,routeer,door,gifts,womens one,womens two,mens,upstairs,location
4/14/13 13:37,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:37,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:37,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:37,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:37,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:37,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:37,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:37,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:38,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:38,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:38,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 13:38,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 13:38,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 13:38,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 13:38,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 13:38,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 13:38,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 13:38,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:38,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:38,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:38,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:38,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:38,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:38,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:38,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:38,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:38,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:38,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:38,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:38,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:38,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:38,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:38,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:39,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:39,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:39,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:39,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:39,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 13:39,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 13:39,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 13:39,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 13:39,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 13:39,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 13:39,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 13:39,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 13:39,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 13:39,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 13:39,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:39,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:39,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:39,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:39,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:39,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:39,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:39,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:39,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:39,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:39,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:39,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:39,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:40,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:40,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:40,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:40,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:40,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:40,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:40,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:40,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:40,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 13:40,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:40,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:40,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:41,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:41,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:41,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:41,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:41,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:41,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:41,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 13:41,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 13:41,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 13:41,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:41,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:41,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:41,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:41,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:41,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:41,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:41,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:41,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:41,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:41,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:41,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:41,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:41,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:41,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:41,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:41,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:41,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:41,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:41,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:42,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:42,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:42,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:42,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:42,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:42,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:42,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:42,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:42,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:42,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 13:42,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:42,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:42,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:42,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:42,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:42,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:42,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:42,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:42,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:42,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:42,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:42,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:42,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:42,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:42,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:42,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:42,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:42,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:42,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:42,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:42,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:42,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:42,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:42,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:42,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:42,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:42,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:43,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:43,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:43,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:43,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:43,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:43,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:43,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:43,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:43,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:43,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:43,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:43,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:43,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:43,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:43,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:43,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:43,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:43,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:43,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:43,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:43,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:43,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:43,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:43,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:43,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:43,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:43,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:43,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:43,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:43,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:43,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:43,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:43,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:43,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:43,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:43,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:43,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:43,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:43,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:43,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:43,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:43,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:43,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:43,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:43,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:43,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:43,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:43,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:43,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:43,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:43,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:43,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:43,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:43,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:43,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:43,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:43,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:44,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:44,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:44,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:44,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:44,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:44,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:44,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 13:44,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 13:44,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:44,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:44,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:44,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:44,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:44,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:44,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:44,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:44,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:44,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:44,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:44,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:44,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:44,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:44,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:44,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:44,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:44,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:44,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:44,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:44,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:44,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:44,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:44,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:44,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:45,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:45,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:45,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:45,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:45,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:45,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:45,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:45,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:45,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:45,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:45,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:45,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:45,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:45,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:45,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:45,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:45,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:45,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:45,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:45,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:45,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:45,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:45,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:45,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:45,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:45,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:45,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:46,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:46,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:46,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:46,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:46,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:46,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:46,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:46,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:46,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:46,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:46,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:46,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:46,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:46,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:46,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:46,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:46,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:46,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:46,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:46,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:46,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:46,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:46,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:47,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:47,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:47,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:48,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:48,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:48,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:48,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:48,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:48,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:48,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:48,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:48,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:48,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:48,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:48,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:48,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:48,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:49,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:49,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:49,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:49,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:49,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:49,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:49,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:49,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:49,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:49,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:50,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:50,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:50,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:50,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:50,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:50,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:50,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:50,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:50,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:50,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:50,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:50,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:50,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:50,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:50,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:50,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:50,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:50,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:50,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:50,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:50,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:50,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:50,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:50,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:50,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:50,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:50,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:50,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:50,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:51,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:51,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:51,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:51,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:51,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:51,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:51,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:51,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:51,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:51,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:51,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:51,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:51,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:51,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:51,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:52,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:52,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:52,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:52,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:52,00:13:a2:00:40:a4:d7:1d,,,,,,1,6
4/14/13 13:52,00:13:a2:00:40:a0:97:e5,,,,,1,,5
4/14/13 13:52,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:52,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:52,00:13:a2:00:40:8c:bc:00,,,,1,,,4
4/14/13 13:52,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:52,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:52,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:52,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:52,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:52,00:13:a2:00:40:8b:48:8c,,1,,,,,2
4/14/13 13:52,00:13:a2:00:40:89:d6:0b,1,,,,,,1
4/14/13 13:52,00:13:a2:00:40:79:c2:16,,,1,,,,3
4/14/13 13:52,00:13:a2:00:40:79:c2:16,,,1,,,,3
