date,routeer,door,gifts,womens one,womens two,mens,upstairs
4/14/2013 12:53,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:53,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:53,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:53,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:53,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:53,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:53,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:53,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:53,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:53,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:53,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:53,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:53,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:53,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:53,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:53,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:53,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:53,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:53,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:53,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:53,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:53,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:54,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:54,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:54,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:54,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:54,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:54,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:54,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:54,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:54,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:54,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:55,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:55,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:55,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:55,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:56,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:56,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:56,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:56,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:56,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:56,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:56,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:56,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:56,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:56,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:57,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:57,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:57,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:57,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:57,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:57,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:57,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:57,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:57,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:57,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:57,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:57,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:57,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:57,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:57,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:57,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:57,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:57,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:57,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:57,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:57,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:57,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:57,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:57,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:57,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:57,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 12:57,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 12:58,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 12:58,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 12:59,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:59,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:59,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:59,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:59,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:59,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:59,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 12:59,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:59,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 12:59,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 13:00,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:00,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:00,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:00,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:00,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:00,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:00,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:00,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:00,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:00,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:00,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:00,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:00,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:00,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:00,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:00,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:00,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:00,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:01,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:01,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:01,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:01,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:01,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:01,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:01,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:01,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:01,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:01,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:01,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:01,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:01,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:01,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:01,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:01,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:01,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:01,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:01,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:01,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:02,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:02,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:02,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:02,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:02,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:02,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:02,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:02,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:02,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:02,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:02,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:02,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:02,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:02,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:02,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:02,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:02,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:02,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:02,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:02,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:02,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:02,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:02,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:02,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:02,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:02,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:02,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:02,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:02,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:02,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:03,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:03,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:03,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:03,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:03,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:03,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 13:03,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 13:03,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 13:03,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 13:03,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 13:03,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 13:03,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 13:03,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 13:03,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 13:03,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 13:03,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 13:03,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 13:03,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 13:04,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 13:04,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 13:04,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 13:04,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 13:04,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 13:04,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 13:04,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:04,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 13:04,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:04,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 13:04,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 13:05,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:05,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:05,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:05,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:05,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:05,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:05,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:05,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:05,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:05,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:05,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 13:05,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:05,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 13:05,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 13:06,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 13:06,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:06,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:06,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:06,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:06,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:06,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:06,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:06,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:06,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:06,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:06,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:06,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:06,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:07,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:07,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:07,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:07,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:07,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:07,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:07,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:08,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:08,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:09,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:09,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:09,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:09,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:09,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:09,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:09,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:09,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:09,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:09,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:09,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:09,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:09,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:09,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:10,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:10,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 13:10,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 13:10,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 13:10,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 13:10,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 13:10,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 13:10,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 13:10,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 13:10,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:10,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 13:10,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 13:10,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 13:10,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 13:10,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 13:10,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:10,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:10,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:10,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:10,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:10,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:11,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:11,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:11,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 13:11,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:11,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:11,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 13:11,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 13:11,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 13:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:11,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 13:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:11,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 13:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:11,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:11,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:11,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 13:11,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 13:11,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 13:12,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:12,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:12,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:12,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:12,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:12,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:12,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:12,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:12,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:12,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:12,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:12,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:12,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 13:12,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 13:12,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 13:12,00:13:a2:00:40:79:c2:16,,,1,,,
4/14/2013 13:12,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:12,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:12,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:13,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 13:13,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 13:13,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:13,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:13,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:13,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:13,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:13,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:13,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 13:13,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:13,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:13,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:13,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 13:13,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:13,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:13,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:13,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:13,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:13,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:13,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:13,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:13,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:14,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:14,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 13:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:14,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 13:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:14,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 13:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:14,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 13:14,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 13:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:14,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 13:14,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:14,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 13:14,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 13:14,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 13:14,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 13:14,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 13:14,00:13:a2:00:40:a0:97:e5,,,,,1,
4/14/2013 13:15,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 13:15,00:13:a2:00:40:8c:bc:00,,,,1,,
4/14/2013 13:15,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:15,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:15,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:15,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:16,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:16,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:16,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:16,00:13:a2:00:40:a4:d7:1d,,,,,,1
4/14/2013 13:16,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:16,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:17,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:17,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:17,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:17,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:17,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:17,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:17,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:17,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:17,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:18,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:18,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:18,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:18,00:13:a2:00:40:8b:48:8c,,1,,,,
4/14/2013 13:18,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:18,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:18,00:13:a2:00:40:89:d6:0b,1,,,,,
4/14/2013 13:18,00:13:a2:00:40:8b:48:8c,,1,,,,
