4/14/2013,17:12:6,00:13:a2:00:40:a0:97:e5
4/14/2013,17:12:8,00:13:a2:00:40:a0:97:e5
4/14/2013,17:12:9,00:13:a2:00:40:a0:97:e5
4/14/2013,17:12:18,00:13:a2:00:40:8b:48:8c
4/14/2013,17:12:18,00:13:a2:00:40:8b:48:8c
4/14/2013,17:12:27,00:13:a2:00:40:89:d6:0b
4/14/2013,17:12:33,00:13:a2:00:40:89:d6:0b
4/14/2013,17:12:38,00:13:a2:00:40:89:d6:0b
4/14/2013,17:12:41,00:13:a2:00:40:8b:48:8c
4/14/2013,17:12:44,00:13:a2:00:40:8b:48:8c
4/14/2013,17:12:45,00:13:a2:00:40:8b:48:8c
4/14/2013,17:12:46,00:13:a2:00:40:8b:48:8c
4/14/2013,17:12:49,00:13:a2:00:40:8b:48:8c
4/14/2013,17:12:49,00:13:a2:00:40:8b:48:8c
4/14/2013,17:12:50,00:13:a2:00:40:8b:48:8c
4/14/2013,17:12:50,00:13:a2:00:40:8b:48:8c
4/14/2013,17:12:51,00:13:a2:00:40:8b:48:8c
4/14/2013,17:12:51,00:13:a2:00:40:79:c2:16
4/14/2013,17:12:52,00:13:a2:00:40:8b:48:8c
4/14/2013,17:12:52,00:13:a2:00:40:8b:48:8c
4/14/2013,17:12:53,00:13:a2:00:40:79:c2:16
4/14/2013,17:12:56,00:13:a2:00:40:a4:d7:1d
4/14/2013,17:12:59,00:13:a2:00:40:a4:d7:1d
4/14/2013,17:13:1,00:13:a2:00:40:89:d6:0b
4/14/2013,17:13:2,00:13:a2:00:40:89:d6:0b
4/14/2013,17:13:2,00:13:a2:00:40:89:d6:0b
4/14/2013,17:13:4,00:13:a2:00:40:89:d6:0b
4/14/2013,17:13:7,00:13:a2:00:40:a0:97:e5
4/14/2013,17:13:7,00:13:a2:00:40:79:c2:16
4/14/2013,17:13:8,00:13:a2:00:40:89:d6:0b
4/14/2013,17:13:8,00:13:a2:00:40:89:d6:0b
4/14/2013,17:13:8,00:13:a2:00:40:89:d6:0b
4/14/2013,17:13:10,00:13:a2:00:40:a0:97:e5
4/14/2013,17:13:11,00:13:a2:00:40:79:c2:16
4/14/2013,17:13:12,00:13:a2:00:40:79:c2:16
4/14/2013,17:13:13,00:13:a2:00:40:89:d6:0b
4/14/2013,17:13:13,00:13:a2:00:40:89:d6:0b
4/14/2013,17:13:15,00:13:a2:00:40:79:c2:16
4/14/2013,17:13:15,00:13:a2:00:40:79:c2:16
4/14/2013,17:13:16,00:13:a2:00:40:79:c2:16
4/14/2013,17:13:16,00:13:a2:00:40:79:c2:16
4/14/2013,17:13:17,00:13:a2:00:40:79:c2:16
4/14/2013,17:13:18,00:13:a2:00:40:79:c2:16
4/14/2013,17:13:24,00:13:a2:00:40:89:d6:0b
4/14/2013,17:13:32,00:13:a2:00:40:89:d6:0b
4/14/2013,17:13:33,00:13:a2:00:40:89:d6:0b
4/14/2013,17:13:37,00:13:a2:00:40:89:d6:0b
4/14/2013,17:13:37,00:13:a2:00:40:89:d6:0b
4/14/2013,17:13:39,00:13:a2:00:40:89:d6:0b
4/14/2013,17:13:49,00:13:a2:00:40:89:d6:0b
4/14/2013,17:13:58,00:13:a2:00:40:a4:d7:1d
4/14/2013,17:13:59,00:13:a2:00:40:a4:d7:1d
4/14/2013,17:13:59,00:13:a2:00:40:a4:d7:1d
4/14/2013,17:14:0,00:13:a2:00:40:8b:48:8c
4/14/2013,17:14:3,00:13:a2:00:40:79:c2:16
4/14/2013,17:14:3,00:13:a2:00:40:79:c2:16
4/14/2013,17:14:6,00:13:a2:00:40:8c:bc:00
4/14/2013,17:14:6,00:13:a2:00:40:8c:bc:00
4/14/2013,17:14:9,00:13:a2:00:40:89:d6:0b
4/14/2013,17:14:11,00:13:a2:00:40:79:c2:16
4/14/2013,17:14:18,00:13:a2:00:40:a4:d7:1d
4/14/2013,17:14:18,00:13:a2:00:40:79:c2:16
4/14/2013,17:14:19,00:13:a2:00:40:8b:48:8c
4/14/2013,17:14:19,00:13:a2:00:40:8b:48:8c
4/14/2013,17:14:19,00:13:a2:00:40:79:c2:16
4/14/2013,17:14:24,00:13:a2:00:40:8b:48:8c
4/14/2013,17:14:24,00:13:a2:00:40:8b:48:8c
4/14/2013,17:14:26,00:13:a2:00:40:8b:48:8c
4/14/2013,17:14:26,00:13:a2:00:40:8b:48:8c
4/14/2013,17:14:27,00:13:a2:00:40:8b:48:8c
4/14/2013,17:14:28,00:13:a2:00:40:89:d6:0b
4/14/2013,17:14:28,00:13:a2:00:40:8b:48:8c
4/14/2013,17:14:29,00:13:a2:00:40:8b:48:8c
4/14/2013,17:14:29,00:13:a2:00:40:8b:48:8c
4/14/2013,17:14:31,00:13:a2:00:40:8c:bc:00
4/14/2013,17:14:35,00:13:a2:00:40:8c:bc:00
4/14/2013,17:14:35,00:13:a2:00:40:8c:bc:00
4/14/2013,17:14:35,00:13:a2:00:40:79:c2:16
4/14/2013,17:14:36,00:13:a2:00:40:8c:bc:00
4/14/2013,17:14:36,00:13:a2:00:40:8c:bc:00
4/14/2013,17:14:36,00:13:a2:00:40:8c:bc:00
4/14/2013,17:14:37,00:13:a2:00:40:79:c2:16
4/14/2013,17:14:37,00:13:a2:00:40:79:c2:16
4/14/2013,17:14:37,00:13:a2:00:40:8c:bc:00
4/14/2013,17:14:38,00:13:a2:00:40:8c:bc:00
4/14/2013,17:14:39,00:13:a2:00:40:79:c2:16
4/14/2013,17:14:39,00:13:a2:00:40:89:d6:0b
4/14/2013,17:14:40,00:13:a2:00:40:89:d6:0b
4/14/2013,17:14:43,00:13:a2:00:40:8b:48:8c
4/14/2013,17:14:52,00:13:a2:00:40:8c:bc:00
4/14/2013,17:14:53,00:13:a2:00:40:89:d6:0b
4/14/2013,17:14:54,00:13:a2:00:40:89:d6:0b
4/14/2013,17:15:8,00:13:a2:00:40:89:d6:0b
4/14/2013,17:15:11,00:13:a2:00:40:a0:97:e5
4/14/2013,17:15:11,00:13:a2:00:40:a4:d7:1d
4/14/2013,17:15:12,00:13:a2:00:40:a0:97:e5
4/14/2013,17:15:12,00:13:a2:00:40:a0:97:e5
4/14/2013,17:15:16,00:13:a2:00:40:8b:48:8c
4/14/2013,17:15:18,00:13:a2:00:40:8b:48:8c
4/14/2013,17:15:20,00:13:a2:00:40:89:d6:0b
4/14/2013,17:15:24,00:13:a2:00:40:8b:48:8c
4/14/2013,17:15:26,00:13:a2:00:40:8b:48:8c
4/14/2013,17:15:27,00:13:a2:00:40:8b:48:8c
4/14/2013,17:15:37,00:13:a2:00:40:8b:48:8c
4/14/2013,17:15:51,00:13:a2:00:40:8b:48:8c
4/14/2013,17:16:3,00:13:a2:00:40:8b:48:8c
4/14/2013,17:16:8,00:13:a2:00:40:8b:48:8c
4/14/2013,17:16:15,00:13:a2:00:40:89:d6:0b
4/14/2013,17:16:17,00:13:a2:00:40:89:d6:0b
4/14/2013,17:16:32,00:13:a2:00:40:89:d6:0b
4/14/2013,17:17:37,00:13:a2:00:40:89:d6:0b
4/14/2013,17:17:38,00:13:a2:00:40:89:d6:0b
4/14/2013,17:17:54,00:13:a2:00:40:8b:48:8c
4/14/2013,17:17:54,00:13:a2:00:40:8b:48:8c
4/14/2013,17:18:4,00:13:a2:00:40:89:d6:0b
4/14/2013,17:18:5,00:13:a2:00:40:89:d6:0b
4/14/2013,17:18:7,00:13:a2:00:40:89:d6:0b
4/14/2013,17:18:7,00:13:a2:00:40:89:d6:0b
4/14/2013,17:18:7,00:13:a2:00:40:8c:bc:00
4/14/2013,17:18:21,00:13:a2:00:40:89:d6:0b
4/14/2013,17:18:42,00:13:a2:00:40:8b:48:8c
