4/14/2013,15:33:22,00:13:a2:00:40:89:d6:0b
4/14/2013,15:33:23,00:13:a2:00:40:89:d6:0b
4/14/2013,15:33:30,00:13:a2:00:40:79:c2:16
4/14/2013,15:33:32,00:13:a2:00:40:a0:97:e5
4/14/2013,15:33:42,00:13:a2:00:40:79:c2:16
4/14/2013,15:33:43,00:13:a2:00:40:79:c2:16
4/14/2013,15:33:50,00:13:a2:00:40:79:c2:16
4/14/2013,15:33:51,00:13:a2:00:40:79:c2:16
4/14/2013,15:33:51,00:13:a2:00:40:89:d6:0b
4/14/2013,15:33:52,00:13:a2:00:40:79:c2:16
4/14/2013,15:33:53,00:13:a2:00:40:89:d6:0b
4/14/2013,15:33:55,00:13:a2:00:40:79:c2:16
4/14/2013,15:33:55,00:13:a2:00:40:a0:97:e5
4/14/2013,15:34:0,00:13:a2:00:40:8c:bc:00
4/14/2013,15:34:1,00:13:a2:00:40:a0:97:e5
4/14/2013,15:34:2,00:13:a2:00:40:a0:97:e5
4/14/2013,15:34:3,00:13:a2:00:40:a0:97:e5
4/14/2013,15:34:8,00:13:a2:00:40:79:c2:16
4/14/2013,15:34:29,00:13:a2:00:40:79:c2:16
4/14/2013,15:34:35,00:13:a2:00:40:79:c2:16
4/14/2013,15:34:36,00:13:a2:00:40:a0:97:e5
4/14/2013,15:34:44,00:13:a2:00:40:8c:bc:00
4/14/2013,15:34:47,00:13:a2:00:40:8c:bc:00
4/14/2013,15:34:47,00:13:a2:00:40:8c:bc:00
4/14/2013,15:34:48,00:13:a2:00:40:8c:bc:00
4/14/2013,15:34:49,00:13:a2:00:40:a4:d7:1d
4/14/2013,15:34:49,00:13:a2:00:40:a4:d7:1d
4/14/2013,15:34:53,00:13:a2:00:40:a4:d7:1d
4/14/2013,15:34:53,00:13:a2:00:40:8b:48:8c
4/14/2013,15:34:54,00:13:a2:00:40:8c:bc:00
4/14/2013,15:34:54,00:13:a2:00:40:8b:48:8c
4/14/2013,15:34:55,00:13:a2:00:40:8c:bc:00
4/14/2013,15:34:55,00:13:a2:00:40:8b:48:8c
4/14/2013,15:34:56,00:13:a2:00:40:79:c2:16
4/14/2013,15:34:57,00:13:a2:00:40:8b:48:8c
4/14/2013,15:34:57,00:13:a2:00:40:79:c2:16
4/14/2013,15:34:57,00:13:a2:00:40:8b:48:8c
4/14/2013,15:34:58,00:13:a2:00:40:8b:48:8c
4/14/2013,15:34:58,00:13:a2:00:40:8b:48:8c
4/14/2013,15:34:59,00:13:a2:00:40:8b:48:8c
4/14/2013,15:35:0,00:13:a2:00:40:8c:bc:00
4/14/2013,15:35:0,00:13:a2:00:40:a4:d7:1d
4/14/2013,15:35:0,00:13:a2:00:40:8b:48:8c
4/14/2013,15:35:1,00:13:a2:00:40:8b:48:8c
4/14/2013,15:35:2,00:13:a2:00:40:8b:48:8c
4/14/2013,15:35:3,00:13:a2:00:40:8b:48:8c
4/14/2013,15:35:4,00:13:a2:00:40:8c:bc:00
4/14/2013,15:35:5,00:13:a2:00:40:a4:d7:1d
4/14/2013,15:35:5,00:13:a2:00:40:79:c2:16
4/14/2013,15:35:5,00:13:a2:00:40:a4:d7:1d
4/14/2013,15:35:6,00:13:a2:00:40:a4:d7:1d
4/14/2013,15:35:19,00:13:a2:00:40:8c:bc:00
4/14/2013,15:35:22,00:13:a2:00:40:89:d6:0b
4/14/2013,15:35:24,00:13:a2:00:40:89:d6:0b
4/14/2013,15:35:25,00:13:a2:00:40:89:d6:0b
4/14/2013,15:35:25,00:13:a2:00:40:89:d6:0b
4/14/2013,15:35:26,00:13:a2:00:40:89:d6:0b
4/14/2013,15:35:26,00:13:a2:00:40:89:d6:0b
4/14/2013,15:35:28,00:13:a2:00:40:8b:48:8c
4/14/2013,15:35:41,00:13:a2:00:40:a0:97:e5
4/14/2013,15:35:44,00:13:a2:00:40:a0:97:e5
4/14/2013,15:35:45,00:13:a2:00:40:79:c2:16
4/14/2013,15:35:48,00:13:a2:00:40:8b:48:8c
4/14/2013,15:35:49,00:13:a2:00:40:89:d6:0b
4/14/2013,15:35:50,00:13:a2:00:40:8b:48:8c
4/14/2013,15:35:50,00:13:a2:00:40:89:d6:0b
4/14/2013,15:36:4,00:13:a2:00:40:a4:d7:1d
4/14/2013,15:36:8,00:13:a2:00:40:a4:d7:1d
4/14/2013,15:36:8,00:13:a2:00:40:a4:d7:1d
4/14/2013,15:36:13,00:13:a2:00:40:89:d6:0b
4/14/2013,15:36:14,00:13:a2:00:40:89:d6:0b
4/14/2013,15:36:17,00:13:a2:00:40:8c:bc:00
4/14/2013,15:36:19,00:13:a2:00:40:8b:48:8c
4/14/2013,15:36:19,00:13:a2:00:40:8b:48:8c
4/14/2013,15:36:28,00:13:a2:00:40:a0:97:e5
4/14/2013,15:36:28,00:13:a2:00:40:a0:97:e5
4/14/2013,15:36:34,00:13:a2:00:40:89:d6:0b
4/14/2013,15:36:35,00:13:a2:00:40:8b:48:8c
4/14/2013,15:36:36,00:13:a2:00:40:8b:48:8c
4/14/2013,15:36:36,00:13:a2:00:40:89:d6:0b
4/14/2013,15:36:36,00:13:a2:00:40:8b:48:8c
4/14/2013,15:36:37,00:13:a2:00:40:8b:48:8c
4/14/2013,15:36:37,00:13:a2:00:40:8b:48:8c
4/14/2013,15:36:37,00:13:a2:00:40:8b:48:8c
4/14/2013,15:36:38,00:13:a2:00:40:8b:48:8c
4/14/2013,15:36:40,00:13:a2:00:40:8b:48:8c
4/14/2013,15:36:43,00:13:a2:00:40:a0:97:e5
4/14/2013,15:36:44,00:13:a2:00:40:8b:48:8c
4/14/2013,15:36:49,00:13:a2:00:40:8c:bc:00
4/14/2013,15:36:52,00:13:a2:00:40:8c:bc:00
4/14/2013,15:36:54,00:13:a2:00:40:79:c2:16
4/14/2013,15:37:6,00:13:a2:00:40:79:c2:16
4/14/2013,15:37:20,00:13:a2:00:40:a0:97:e5
4/14/2013,15:37:26,00:13:a2:00:40:79:c2:16
4/14/2013,15:37:27,00:13:a2:00:40:79:c2:16
4/14/2013,15:37:30,00:13:a2:00:40:89:d6:0b
4/14/2013,15:37:32,00:13:a2:00:40:89:d6:0b
4/14/2013,15:37:32,00:13:a2:00:40:89:d6:0b
