1,1,2013-10-03T21:06:44-0400
1,2,2013-10-03T21:06:45-0400
1,3,2013-10-03T21:06:45-0400
1,4,2013-10-03T21:06:46-0400
1,5,2013-10-03T21:06:46-0400
1,6,2013-10-03T21:06:47-0400
1,7,2013-10-03T21:06:49-0400
1,8,2013-10-03T21:06:49-0400
1,9,2013-10-03T21:06:50-0400
1,10,2013-10-03T21:06:50-0400
1,11,2013-10-03T21:06:51-0400
1,12,2013-10-03T21:06:51-0400
1,13,2013-10-03T21:06:51-0400
1,14,2013-10-03T21:06:52-0400
1,15,2013-10-03T21:06:52-0400
1,16,2013-10-03T21:06:53-0400
1,17,2013-10-03T21:06:53-0400
1,18,2013-10-03T21:06:54-0400
1,19,2013-10-03T21:06:54-0400
1,20,2013-10-03T21:06:55-0400
1,21,2013-10-03T21:06:55-0400
1,22,2013-10-03T21:06:55-0400
1,23,2013-10-03T21:06:55-0400
1,24,2013-10-03T21:06:56-0400
1,25,2013-10-03T21:06:57-0400
1,26,2013-10-03T21:06:57-0400
1,27,2013-10-03T21:06:57-0400
1,28,2013-10-03T21:06:58-0400
1,29,2013-10-03T21:06:58-0400
1,30,2013-10-03T21:06:58-0400
1,31,2013-10-03T21:06:59-0400
1,32,2013-10-03T21:06:59-0400
1,33,2013-10-03T21:07:00-0400
1,34,2013-10-03T21:07:00-0400
1,35,2013-10-03T21:07:00-0400
1,36,2013-10-03T21:07:01-0400
1,37,2013-10-03T21:07:01-0400
1,38,2013-10-03T21:07:02-0400
1,39,2013-10-03T21:07:03-0400
1,40,2013-10-03T21:07:03-0400
1,41,2013-10-03T21:07:04-0400
1,42,2013-10-03T21:07:04-0400
1,43,2013-10-03T21:07:05-0400
1,44,2013-10-03T21:07:05-0400
1,45,2013-10-03T21:07:05-0400
1,46,2013-10-03T21:07:06-0400
1,47,2013-10-03T21:07:06-0400
1,48,2013-10-03T21:07:10-0400
1,49,2013-10-03T21:07:11-0400
1,50,2013-10-03T21:07:11-0400
1,51,2013-10-03T21:07:11-0400
1,52,2013-10-03T21:07:12-0400
1,53,2013-10-03T21:07:12-0400
1,54,2013-10-03T21:07:13-0400
1,55,2013-10-03T21:07:13-0400
1,56,2013-10-03T21:07:14-0400
1,57,2013-10-03T21:07:14-0400
1,58,2013-10-03T21:07:14-0400
1,59,2013-10-03T21:07:15-0400
1,60,2013-10-03T21:07:16-0400
